Date,Year,Age range,Age,forest cover 10km,1 km circle,Forest type,Plot,Region,Tag,Species  code, Family ,Species ,Origin,CBH1 (cm),CBH2 (cm),CBH3 (cm),CBH4 (cm),CBH5 (cm),CBH6 (cm),CBH7 (cm),CBH8 (cm),CBH9 (cm),CBH10 (cm),CBH11 (cm),CBH12 (cm),CBH13 (cm),CBH14 (cm)
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3453,62,Myrtaceae,Eugenia florida DC.,Native,20.1,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1681,62,Myrtaceae,Eugenia florida DC.,Native,16.5,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1691,62,Myrtaceae,Eugenia florida DC.,Native,22.2,28.4,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1735,62,Myrtaceae,Eugenia florida DC.,Native,25.6,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1768,62,Myrtaceae,Eugenia florida DC.,Native,28,27.9,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1769,62,Myrtaceae,Eugenia florida DC.,Native,35.1,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1774,62,Myrtaceae,Eugenia florida DC.,Native,38.5,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1775,62,Myrtaceae,Eugenia florida DC.,Native,28.8,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2030,62,Myrtaceae,Eugenia florida DC.,Native,46.8,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2031,62,Myrtaceae,Eugenia florida DC.,Native,52.2,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2035,62,Myrtaceae,Eugenia florida DC.,Native,52.1,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2056,62,Myrtaceae,Eugenia florida DC.,Native,33.3,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2058,62,Myrtaceae,Eugenia florida DC.,Native,25.7,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2063,62,Myrtaceae,Eugenia florida DC.,Native,37.7,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2066,62,Myrtaceae,Eugenia florida DC.,Native,58.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2068,62,Myrtaceae,Eugenia florida DC.,Native,46.9,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2070,62,Myrtaceae,Eugenia florida DC.,Native,57.3,26.1,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2075,62,Myrtaceae,Eugenia florida DC.,Native,32.9,38.6,27.3,29.3,22.9,22.2,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2077,62,Myrtaceae,Eugenia florida DC.,Native,20.7,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2078,62,Myrtaceae,Eugenia florida DC.,Native,39.7,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2079,62,Myrtaceae,Eugenia florida DC.,Native,40.6,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2080,62,Myrtaceae,Eugenia florida DC.,Native,16.8,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2081,62,Myrtaceae,Eugenia florida DC.,Native,49.9,26.9,33.2,17.6,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2089,62,Myrtaceae,Eugenia florida DC.,Native,55.5,41,46.5,34.5,20.6,23.1,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2098,62,Myrtaceae,Eugenia florida DC.,Native,40.4,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2104,62,Myrtaceae,Eugenia florida DC.,Native,17.9,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2106,62,Myrtaceae,Eugenia florida DC.,Native,49.9,32,48.4,22.5,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2145,62,Myrtaceae,Eugenia florida DC.,Native,17.6,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2152,62,Myrtaceae,Eugenia florida DC.,Native,17,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2154,62,Myrtaceae,Eugenia florida DC.,Native,16,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2170,62,Myrtaceae,Eugenia florida DC.,Native,26.8,21.8,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2180,62,Myrtaceae,Eugenia florida DC.,Native,15.9,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2184,62,Myrtaceae,Eugenia florida DC.,Native,19.6,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2185,62,Myrtaceae,Eugenia florida DC.,Native,22.5,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2186,62,Myrtaceae,Eugenia florida DC.,Native,27.4,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2188,62,Myrtaceae,Eugenia florida DC.,Native,62.5,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2189,62,Myrtaceae,Eugenia florida DC.,Native,27.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2191,62,Myrtaceae,Eugenia florida DC.,Native,17.2,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2200,62,Myrtaceae,Eugenia florida DC.,Native,28.5,55.5,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2208,62,Myrtaceae,Eugenia florida DC.,Native,22.9,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2219,62,Myrtaceae,Eugenia florida DC.,Native,27.6,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2220,62,Myrtaceae,Eugenia florida DC.,Native,18.3,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2221,62,Myrtaceae,Eugenia florida DC.,Native,16.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2222,62,Myrtaceae,Eugenia florida DC.,Native,28,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2223,62,Myrtaceae,Eugenia florida DC.,Native,42.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2236,62,Myrtaceae,Eugenia florida DC.,Native,18,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2261,62,Myrtaceae,Eugenia florida DC.,Native,27.8,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2263,62,Myrtaceae,Eugenia florida DC.,Native,32.9,43.7,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2266,62,Myrtaceae,Eugenia florida DC.,Native,20.3,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2267,62,Myrtaceae,Eugenia florida DC.,Native,40.1,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2322,62,Myrtaceae,Eugenia florida DC.,Native,41.1,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2329,62,Myrtaceae,Eugenia florida DC.,Native,27.3,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2330,62,Myrtaceae,Eugenia florida DC.,Native,37.4,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2334,62,Myrtaceae,Eugenia florida DC.,Native,17.4,17.7,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2339,62,Myrtaceae,Eugenia florida DC.,Native,29.3,15.9,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2341,62,Myrtaceae,Eugenia florida DC.,Native,31,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2133,164,Myrtaceae,Eugenia pluriflora DC.,Native,17.9,17.4,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2195,164,Myrtaceae,Eugenia pluriflora DC.,Native,18.7,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3153,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,18,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3154,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3162,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3176,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,20.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3182,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,17.4,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3185,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16.1,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3186,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,18.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3187,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,31.2,23.9,25.9,26.8,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3188,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,23.3,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3189,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3191,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3192,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,25.4,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3193,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,17.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3203,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,18.4,17.4,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3212,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,18.8,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3214,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,22.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3217,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,23.3,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3226,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,24.8,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3228,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,21.9,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3237,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,22.3,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3240,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,33.2,23.5,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3246,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,17.6,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3254,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,29,32.3,27.2,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3255,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16.3,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3256,285,Myrtaceae,Eugenia pyriformis Cambess.,Native,25.8,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3259,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,28.8,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3266,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,26.8,22.3,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3267,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,17.6,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3269,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,26.3,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3270,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,24.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3271,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,24.8,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3276,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,23.9,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3282,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,25.6,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3283,284,Myrtaceae,Eugenia pyriformis Cambess.,Native,16.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3170,280,Euphorbiaceae,Euphorbiaceae 4,NA,83.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3172,280,Euphorbiaceae,Euphorbiaceae 4,NA,15.8,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3290,280,Euphorbiaceae,Euphorbiaceae 4,NA,42.5,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2187,188,Rubiaceae,Faramea latifolia (Cham. & Schltdl.) DC.,Native,16.3,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1718,89,Moraceae,Ficus guaranitica Chodat,Native,49,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1740,89,Moraceae,Ficus guaranitica Chodat,Native,21.2,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1755,89,Moraceae,Ficus guaranitica Chodat,Native,29,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1772,89,Moraceae,Ficus guaranitica Chodat,Native,23.5,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2086,89,Moraceae,Ficus guaranitica Chodat,Native,30.3,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4809,270,Nyctaginaceae,Guapira hirsuta (Choisy) Lundell,Native,40.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2728,66,Malvaceae,Guazuma ulmifolia Lam.,Native,35.5,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2750,66,Malvaceae,Guazuma ulmifolia Lam.,Native,47.5,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2769,66,Malvaceae,Guazuma ulmifolia Lam.,Native,30,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2774,66,Malvaceae,Guazuma ulmifolia Lam.,Native,74.5,36.4,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2780,66,Malvaceae,Guazuma ulmifolia Lam.,Native,19.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2796,66,Malvaceae,Guazuma ulmifolia Lam.,Native,36.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3249,66,Malvaceae,Guazuma ulmifolia Lam.,Native,36.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3277,66,Malvaceae,Guazuma ulmifolia Lam.,Native,22.4,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3377,66,Malvaceae,Guazuma ulmifolia Lam.,Native,88.6,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3380,66,Malvaceae,Guazuma ulmifolia Lam.,Native,26.2,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3450,66,Malvaceae,Guazuma ulmifolia Lam.,Native,101.9,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1745,66,Malvaceae,Guazuma ulmifolia Lam.,Native,24.5,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1748,66,Malvaceae,Guazuma ulmifolia Lam.,Native,37.7,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1761,66,Malvaceae,Guazuma ulmifolia Lam.,Native,31,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2037,66,Malvaceae,Guazuma ulmifolia Lam.,Native,49.8,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2057,66,Malvaceae,Guazuma ulmifolia Lam.,Native,66.8,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2060,66,Malvaceae,Guazuma ulmifolia Lam.,Native,56.2,38.8,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2107,66,Malvaceae,Guazuma ulmifolia Lam.,Native,88,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2142,66,Malvaceae,Guazuma ulmifolia Lam.,Native,24.9,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2163,66,Malvaceae,Guazuma ulmifolia Lam.,Native,19.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4585,66,Malvaceae,Guazuma ulmifolia Lam.,Native,31.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4592,66,Malvaceae,Guazuma ulmifolia Lam.,Native,22.4,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4600,66,Malvaceae,Guazuma ulmifolia Lam.,Native,31.4,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4616,66,Malvaceae,Guazuma ulmifolia Lam.,Native,37.3,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4618,66,Malvaceae,Guazuma ulmifolia Lam.,Native,30.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4625,66,Malvaceae,Guazuma ulmifolia Lam.,Native,33.5,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4668,66,Malvaceae,Guazuma ulmifolia Lam.,Native,29.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4669,66,Malvaceae,Guazuma ulmifolia Lam.,Native,20.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4761,66,Malvaceae,Guazuma ulmifolia Lam.,Native,18.8,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4799,66,Malvaceae,Guazuma ulmifolia Lam.,Native,57.3,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4836,102,Bignoniaceae,Handroanthus heptaphyllus (Vell.) Mattos,Native,16.5,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2160,141,Bignoniaceae,Handroanthus ochraceus (Cham.) Mattos,Native,38,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4620,141,Bignoniaceae,Handroanthus ochraceus (Cham.) Mattos,Native,32.8,48,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2042,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,50.2,32.1,47,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2097,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,46,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2100,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,22.4,16.8,21.8,20.7,21,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2101,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,54.5,25.1,33.8,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2102,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,20,21.5,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2105,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,26.6,22.5,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2109,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,43,16,37.2,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2131,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,17.6,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2232,132,Lythraceae,Lafoensia pacari A.St.-Hil.,Native,27.3,,,,,,,,,,,,,
