Date,Year,Age range,Age,forest cover 10km,1 km circle,Forest type,Plot,Region,Tag,Species  code, Family ,Species ,Origin,CBH1 (cm),CBH2 (cm),CBH3 (cm),CBH4 (cm),CBH5 (cm),CBH6 (cm),CBH7 (cm),CBH8 (cm),CBH9 (cm),CBH10 (cm),CBH11 (cm),CBH12 (cm),CBH13 (cm),CBH14 (cm)
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2190,69,Lamiaceae,Aegiphila integrifolia (Jacq.) Moldenke,Native,26.2,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2211,69,Lamiaceae,Aegiphila integrifolia (Jacq.) Moldenke,Native,22.3,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1701,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,39.6,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1746,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,21.4,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1757,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,27.4,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4783,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,42.8,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4847,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,66.6,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4865,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,39,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4889,168,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,24.9,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4895,4895,Fabaceae,Albizia niopoides (Spruce ex Benth.) Burkart,Native,55.1,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2255,9,Euphorbiaceae,Alchornea glandulosa Poepp. & Endl.,Native,22.5,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2301,9,Euphorbiaceae,Alchornea glandulosa Poepp. & Endl.,Native,23.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2722,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,17.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2758,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,17.6,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2775,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,22,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2778,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,37.4,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2779,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,28.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3200,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,23.7,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3229,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,35.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3243,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,16.4,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3260,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,28,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3443,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,22.1,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3454,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,20.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2136,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,21.9,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4880,72,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,Native,29.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2767,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,17.2,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2809,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,17.1,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2817,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,22.4,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3431,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,21.5,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3437,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,19.4,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3439,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,31.6,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3468,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,29,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2114,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,17,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4695,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,20.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4731,93,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,Native,27.5,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1693,78,Fabaceae,Andira fraxinifolia Benth.,Native,54.3,42.1,17.7,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1715,78,Fabaceae,Andira fraxinifolia Benth.,Native,23.2,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1717,78,Fabaceae,Andira fraxinifolia Benth.,Native,20.1,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1723,78,Fabaceae,Andira fraxinifolia Benth.,Native,25.6,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1734,78,Fabaceae,Andira fraxinifolia Benth.,Native,32.8,27.8,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1750,78,Fabaceae,Andira fraxinifolia Benth.,Native,18.5,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1759,78,Fabaceae,Andira fraxinifolia Benth.,Native,23,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1760,78,Fabaceae,Andira fraxinifolia Benth.,Native,21,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2034,78,Fabaceae,Andira fraxinifolia Benth.,Native,30.3,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2053,78,Fabaceae,Andira fraxinifolia Benth.,Native,75.4,38.5,44.3,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2054,78,Fabaceae,Andira fraxinifolia Benth.,Native,16.4,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2092,78,Fabaceae,Andira fraxinifolia Benth.,Native,19.4,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2094,78,Fabaceae,Andira fraxinifolia Benth.,Native,30.6,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2276,78,Fabaceae,Andira fraxinifolia Benth.,Native,17,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2278,78,Fabaceae,Andira fraxinifolia Benth.,Native,25.5,24.5,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2279,78,Fabaceae,Andira fraxinifolia Benth.,Native,24,24.1,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2291,78,Fabaceae,Andira fraxinifolia Benth.,Native,17.5,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2292,78,Fabaceae,Andira fraxinifolia Benth.,Native,22.6,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2293,78,Fabaceae,Andira fraxinifolia Benth.,Native,22.6,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2294,78,Fabaceae,Andira fraxinifolia Benth.,Native,20.8,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2297,78,Fabaceae,Andira fraxinifolia Benth.,Native,20.9,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2298,78,Fabaceae,Andira fraxinifolia Benth.,Native,23.6,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4766,138,Annonaceae,Annona sylvatica A.St.-Hil.,Native,21.3,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2768,189,Apocynaceae,Aspidosperma cylindrocarpon Müll.Arg.,Native,23.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3285,189,Apocynaceae,Aspidosperma cylindrocarpon Müll.Arg.,Native,27.1,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2183,189,Apocynaceae,Aspidosperma cylindrocarpon Müll.Arg.,Native,48.9,59.1,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3466,262,Malvaceae,Bastardiopsis densiflora (Hook. & Arn.) Hassl.,Native,87.8,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4775,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,19.3,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4792,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,19.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4852,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,22.5,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4857,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,19.2,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4876,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,24.3,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4888,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,17,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4893,445,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Native,19.9,20,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2199,187,Fabaceae,Calliandra tweedii Benth.,Native,17.4,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4593,81,Lecythidaceae,Cariniana estrellensis (Raddi) Kuntze,Native,20.9,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4858,81,Lecythidaceae,Cariniana estrellensis (Raddi) Kuntze,Native,38.7,24.4,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4863,81,Lecythidaceae,Cariniana estrellensis (Raddi) Kuntze,Native,29,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3363,315,Salicaceae,Casearia decandra Jacq.,Native,19,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2050,60,Salicaceae,Casearia decandra Jacq.,Native,17.9,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3379,11,Salicaceae,Casearia gossypiosperma Briq.,Native,16.2,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3395,11,Salicaceae,Casearia gossypiosperma Briq.,Native,38.9,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3440,11,Salicaceae,Casearia gossypiosperma Briq.,Native,18.5,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2757,10,Salicaceae,Casearia sylvestris Sw.,Native,22.5,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3394,10,Salicaceae,Casearia sylvestris Sw.,Native,17.8,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3398,10,Salicaceae,Casearia sylvestris Sw.,Native,23.8,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3434,10,Salicaceae,Casearia sylvestris Sw.,Native,17.4,16.2,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3455,10,Salicaceae,Casearia sylvestris Sw.,Native,17.6,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1685,10,Salicaceae,Casearia sylvestris Sw.,Native,18,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1700,10,Salicaceae,Casearia sylvestris Sw.,Native,18.9,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1702,10,Salicaceae,Casearia sylvestris Sw.,Native,22.3,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1704,10,Salicaceae,Casearia sylvestris Sw.,Native,26.4,,,,,,,,,,,,,
6/12/2015,2008,15-Jul,15,12,10.5,Passive restoration former pasturelands,84,Corumbataí river basin,1705,10,Salicaceae,Casearia sylvestris Sw.,Native,17.1,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2118,10,Salicaceae,Casearia sylvestris Sw.,Native,15.8,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2318,10,Salicaceae,Casearia sylvestris Sw.,Native,18.5,17,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2325,10,Salicaceae,Casearia sylvestris Sw.,Native,26,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4581,10,Salicaceae,Casearia sylvestris Sw.,Native,54,46.1,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4583,10,Salicaceae,Casearia sylvestris Sw.,Native,28.1,18,20.1,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4603,10,Salicaceae,Casearia sylvestris Sw.,Native,20.9,38,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4607,10,Salicaceae,Casearia sylvestris Sw.,Native,22.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4610,10,Salicaceae,Casearia sylvestris Sw.,Native,27.3,17.6,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4614,10,Salicaceae,Casearia sylvestris Sw.,Native,32.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4615,10,Salicaceae,Casearia sylvestris Sw.,Native,22.9,17.5,41.5,23.4,24.7,28.1,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4617,10,Salicaceae,Casearia sylvestris Sw.,Native,19.9,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4664,10,Salicaceae,Casearia sylvestris Sw.,Native,24.9,28.2,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4676,10,Salicaceae,Casearia sylvestris Sw.,Native,16.8,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4677,10,Salicaceae,Casearia sylvestris Sw.,Native,24.1,25.6,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4728,10,Salicaceae,Casearia sylvestris Sw.,Native,27.2,,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4729,10,Salicaceae,Casearia sylvestris Sw.,Native,36.5,40.5,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4754,10,Salicaceae,Casearia sylvestris Sw.,Native,29.6,31.2,,,,,,,,,,,,
1/21/2016,2008,15-Jul,16,10,13,Passive restoration former pasturelands,206,Corumbataí river basin,4760,10,Salicaceae,Casearia sylvestris Sw.,Native,24.2,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4781,10,Salicaceae,Casearia sylvestris Sw.,Native,16.1,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4802,10,Salicaceae,Casearia sylvestris Sw.,Native,21.9,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4823,10,Salicaceae,Casearia sylvestris Sw.,Native,15.8,19.8,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4828,10,Salicaceae,Casearia sylvestris Sw.,Native,24,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4831,10,Salicaceae,Casearia sylvestris Sw.,Native,37.8,22.5,17,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4839,10,Salicaceae,Casearia sylvestris Sw.,Native,22.6,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4897,10,Salicaceae,Casearia sylvestris Sw.,Native,16.5,,,,,,,,,,,,,
7/11/2015,2008,15-Jul,11,13,11.4,Passive restoration former pasturelands,90,Corumbataí river basin,2269,5,Urticaceae,Cecropia pachystachya Trécul,Native,17.6,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3425,203,Cannabaceae,Celtis cf. iguanaea (Jacq.) Sarg.,Native,31.5,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3426,203,Cannabaceae,Celtis cf. iguanaea (Jacq.) Sarg.,Native,17.9,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2119,103,Cannabaceae,Celtis cf. iguanaea (Jacq.) Sarg.,Native,17.8,,,,,,,,,,,,,
1/25/2016,1978,37-53,47.5,10,27.8,Passive restoration former pasturelands,207,Corumbataí river basin,4899,448,Cannabaceae,Celtis sp. 1,NA,32.9,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2766,139,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,Native,24,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2802,139,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,Native,23.2,,,,,,,,,,,,,
7/20/2015,2008,15-Jul,24,13,16.4,Passive restoration former pasturelands,20,Corumbataí river basin,2816,139,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,Native,34.6,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3449,139,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,Native,20.7,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3457,139,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,Native,37.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3159,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,44.5,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3227,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,26,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3238,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,18.2,,,,,,,,,,,,,
11/10/2015,1995,20-37,35.5,11,14.9,Passive restoration former pasturelands,22,Corumbataí river basin,3284,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,18,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3367,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,18.2,,,,,,,,,,,,,
11/17/2015,1978,37-53,45,10,28.8,Passive restoration former pasturelands,56,Corumbataí river basin,3447,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,20,,,,,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2046,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,34.8,23.2,18.5,16,18.4,,,,,,,,,
7/9/2015,1995,20-37,34,13,13.2,Passive restoration former pasturelands,87,Corumbataí river basin,2096,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,23.5,18,17.5,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2138,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,31,27.7,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2140,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,21.6,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2150,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,16,,,,,,,,,,,,,
7/10/2015,2000,15-20,20,12,13.9,Passive restoration former pasturelands,88,Corumbataí river basin,2194,32,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,Native,18.1,,,,,,,,,,,,,
